,City,Country,Date,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Description
195,Hofn,IS,2022-07-22 19:48:15,64.2539,-15.2082,52.12,93.0,47.0,7.49,scattered clouds
196,Ashqelon,IL,2022-07-22 19:49:30,31.6693,34.5715,81.82,69.0,2.0,5.14,clear sky
197,Nanortalik,GL,2022-07-22 19:49:32,60.1432,-45.2371,49.37,78.0,19.0,3.15,few clouds
198,Isangel,VU,2022-07-22 19:49:34,-19.55,169.2667,76.05,85.0,100.0,10.83,light rain
199,Husavik,IS,2022-07-22 19:49:36,66.0449,-17.3389,51.08,83.0,43.0,4.09,scattered clouds
200,Lashio,MM,2022-07-22 19:49:37,22.9333,97.75,67.82,99.0,94.0,1.01,overcast clouds
201,Puerto carreno,CO,2022-07-22 19:49:40,6.189,-67.4859,87.78,66.0,40.0,6.91,scattered clouds
202,Solnechnyy,RU,2022-07-22 19:49:42,50.7214,136.6319,55.51,95.0,100.0,5.48,overcast clouds
203,Taltal,CL,2022-07-22 19:48:10,-25.4,-70.4833,58.98,79.0,100.0,2.42,overcast clouds
204,Bahia blanca,AR,2022-07-22 19:49:46,-38.7196,-62.2724,52.68,58.0,100.0,7.67,overcast clouds
205,Waterloo,SL,2022-07-22 19:45:55,43.4668,-80.5164,87.03,39.0,20.0,14.97,few clouds
206,Narsaq,GL,2022-07-22 19:45:40,60.9167,-46.05,64.62,61.0,56.0,4.85,broken clouds
207,Saint-joseph,RE,2022-07-22 19:49:51,-21.3667,55.6167,65.21,79.0,16.0,12.68,light rain
208,Mackenzie,CA,2022-07-22 19:45:44,55.2999,-123.1698,70.02,43.0,0.0,2.3,clear sky
209,Saint-leu,RE,2022-07-22 19:49:55,-21.15,55.2833,68.32,70.0,2.0,1.92,clear sky
210,Maragogi,BR,2022-07-22 19:49:37,-9.0122,-35.2225,74.71,84.0,100.0,10.78,overcast clouds
211,Pochutla,MX,2022-07-22 19:49:59,15.7432,-96.4661,82.81,68.0,99.0,6.31,overcast clouds
212,Bengkulu,ID,2022-07-22 19:50:01,-3.8004,102.2655,75.42,88.0,95.0,4.09,overcast clouds
213,Harstad,NO,2022-07-22 19:49:44,68.799,16.5293,52.16,99.0,99.0,21.0,overcast clouds
214,Paamiut,GL,2022-07-22 19:50:04,61.994,-49.6678,45.3,85.0,6.0,6.98,clear sky
215,Bend,US,2022-07-22 19:50:06,44.0582,-121.3153,82.33,24.0,0.0,8.05,clear sky
216,Portree,GB,2022-07-22 19:50:08,57.4129,-6.1942,57.52,87.0,100.0,2.26,overcast clouds
217,Tocopilla,CL,2022-07-22 19:48:09,-22.092,-70.1979,64.69,70.0,99.0,12.44,overcast clouds
218,Lusambo,CD,2022-07-22 19:50:12,-4.9667,23.45,80.87,36.0,84.0,1.59,broken clouds
219,Qaanaaq,GL,2022-07-22 19:50:13,77.484,-69.3632,41.34,86.0,99.0,9.04,light rain
220,Zhigansk,RU,2022-07-22 19:50:15,66.7697,123.3711,52.92,93.0,100.0,5.44,light rain
221,Ignacio zaragoza,MX,2022-07-22 19:50:17,28.3833,-107.2167,82.04,29.0,100.0,10.8,overcast clouds
222,Mount gambier,AU,2022-07-22 19:50:19,-37.8333,140.7667,51.06,97.0,100.0,9.01,moderate rain
223,Haines junction,CA,2022-07-22 19:50:21,60.7522,-137.5108,53.55,58.0,100.0,5.75,overcast clouds
224,Salalah,OM,2022-07-22 19:50:23,17.0151,54.0924,77.52,86.0,63.0,9.31,broken clouds
225,Saint-philippe,RE,2022-07-22 19:50:24,-21.3585,55.7679,66.22,83.0,40.0,12.77,light rain
226,Staryy nadym,RU,2022-07-22 19:50:26,65.6118,72.6842,45.52,95.0,100.0,6.31,overcast clouds
227,Olafsvik,IS,2022-07-22 19:50:28,64.8945,-23.7142,54.05,77.0,13.0,3.69,few clouds
228,Mount isa,AU,2022-07-22 19:50:30,-20.7333,139.5,40.77,65.0,0.0,2.3,clear sky
229,Marapanim,BR,2022-07-22 19:50:32,-0.7175,-47.6997,82.78,71.0,64.0,3.89,broken clouds
230,Sur,OM,2022-07-22 19:50:34,22.5667,59.5289,87.6,67.0,99.0,9.71,overcast clouds
231,Boshnyakovo,RU,2022-07-22 19:50:35,49.6333,142.1667,57.18,98.0,100.0,2.01,overcast clouds
232,Cabo san lucas,MX,2022-07-22 19:49:10,22.8909,-109.9124,99.61,57.0,86.0,8.63,overcast clouds
233,Sisimiut,GL,2022-07-22 19:51:39,66.9395,-53.6735,47.05,80.0,100.0,3.62,overcast clouds
234,Milazzo,IT,2022-07-22 19:51:41,38.2212,15.2383,82.98,69.0,0.0,1.01,clear sky
235,Morwa,IN,2022-07-22 19:51:43,22.9,73.8333,78.78,86.0,100.0,11.52,overcast clouds
236,Tasiilaq,GL,2022-07-22 19:51:45,65.6145,-37.6368,41.22,71.0,35.0,8.16,scattered clouds
237,Taitung,TW,2022-07-22 19:51:47,22.7583,121.1444,81.88,66.0,73.0,6.06,broken clouds
238,Celestun,MX,2022-07-22 19:51:49,20.8667,-90.4,86.05,68.0,35.0,14.29,scattered clouds
239,Srednekolymsk,RU,2022-07-22 19:51:51,67.45,153.6833,47.21,66.0,4.0,12.39,clear sky
240,Anajatuba,BR,2022-07-22 19:51:52,-3.2644,-44.6197,83.07,67.0,99.0,2.21,overcast clouds
241,Upernavik,GL,2022-07-22 19:49:42,72.7868,-56.1549,42.37,94.0,100.0,22.77,overcast clouds
242,Barra patuca,HN,2022-07-22 19:51:56,15.8,-84.2833,81.68,86.0,100.0,10.47,overcast clouds
243,Omsukchan,RU,2022-07-22 19:48:05,62.5333,155.8,53.65,45.0,44.0,3.51,scattered clouds
244,Santa rosa,AR,2022-07-22 19:48:46,14.3122,121.1114,82.38,85.0,78.0,5.01,broken clouds
245,Norman wells,CA,2022-07-22 19:52:01,65.282,-126.8329,71.64,60.0,75.0,8.05,broken clouds
246,Vestmannaeyjar,IS,2022-07-22 19:52:03,63.4427,-20.2734,50.99,93.0,75.0,4.61,mist
247,Lebu,CL,2022-07-22 19:52:05,-37.6167,-73.65,53.78,95.0,100.0,12.21,overcast clouds
248,Yeppoon,AU,2022-07-22 19:52:07,-23.1333,150.7333,58.78,83.0,14.0,10.38,few clouds
249,Douentza,ML,2022-07-22 19:52:09,14.9951,-2.9517,90.9,38.0,43.0,4.76,scattered clouds
250,Gao,ML,2022-07-22 19:52:11,16.6362,1.637,98.11,23.0,57.0,2.55,broken clouds
251,Yulara,AU,2022-07-22 19:52:12,-25.2406,130.9889,54.95,40.0,5.0,9.22,clear sky
252,Nelson bay,AU,2022-07-22 19:52:15,-32.7167,152.15,60.01,65.0,87.0,12.75,overcast clouds
253,Marystown,CA,2022-07-22 19:50:03,47.1666,-55.1483,70.86,100.0,60.0,1.01,broken clouds
254,Ken caryl,US,2022-07-22 19:52:18,39.5773,-105.1169,96.93,17.0,50.0,4.0,scattered clouds
255,Newcastle,AU,2022-07-22 19:52:20,-32.9272,151.7765,54.39,94.0,56.0,4.61,broken clouds
256,General roca,AR,2022-07-22 19:52:22,-39.0333,-67.5833,51.94,59.0,100.0,7.14,overcast clouds
257,Longavi,CL,2022-07-22 19:52:24,-35.9667,-71.6833,61.41,69.0,93.0,4.56,overcast clouds
258,Anton lizardo,MX,2022-07-22 19:52:26,19.05,-95.9833,91.22,66.0,33.0,9.17,scattered clouds
259,Te anau,NZ,2022-07-22 19:52:28,-45.4167,167.7167,31.33,95.0,70.0,2.17,broken clouds
260,New norfolk,AU,2022-07-22 19:52:30,-42.7826,147.0587,50.92,85.0,100.0,2.06,overcast clouds
261,Goya,AR,2022-07-22 19:52:31,-29.14,-59.2626,68.11,81.0,99.0,10.13,overcast clouds
262,Duluth,US,2022-07-22 19:48:52,46.7833,-92.1066,90.28,36.0,0.0,23.02,clear sky
263,Ushuaia,AR,2022-07-22 19:52:14,-54.8,-68.3,33.46,100.0,100.0,23.02,sleet
264,Puerto triunfo,CO,2022-07-22 19:52:37,5.8726,-74.6403,91.2,47.0,37.0,2.44,scattered clouds
265,Kidal,ML,2022-07-22 19:52:38,18.4411,1.4078,99.64,14.0,96.0,7.31,overcast clouds
266,Havre-saint-pierre,CA,2022-07-22 19:52:40,50.2334,-63.5986,68.36,94.0,100.0,5.75,overcast clouds
267,Arraial do cabo,BR,2022-07-22 19:52:42,-22.9661,-42.0278,78.76,78.0,0.0,13.8,clear sky
268,Nhulunbuy,AU,2022-07-22 19:52:44,-12.2333,136.7667,61.41,94.0,92.0,0.0,overcast clouds
269,Venado tuerto,AR,2022-07-22 19:52:46,-33.7456,-61.9688,71.69,37.0,0.0,6.62,clear sky
270,Mayo,CA,2022-07-22 19:52:48,38.8876,-76.5119,96.94,51.0,0.0,8.01,clear sky
271,Marigot,GP,2022-07-22 19:52:50,18.0667,-63.0833,87.58,59.0,75.0,17.27,broken clouds
272,San joaquin,PH,2022-07-22 19:52:51,37.9333,-121.3011,97.54,19.0,0.0,13.8,clear sky
273,Sembe,CG,2022-07-22 19:52:53,1.6481,14.5806,70.43,98.0,100.0,1.39,light rain
274,Meadow lake,CA,2022-07-22 19:52:55,34.8014,-106.5436,99.84,21.0,19.0,11.07,few clouds
275,Pathein,MM,2022-07-22 19:52:57,16.7833,94.7333,74.98,92.0,100.0,3.53,overcast clouds
276,Estelle,US,2022-07-22 19:52:59,29.8458,-90.1067,93.99,64.0,75.0,5.01,thunderstorm
277,Maceio,BR,2022-07-22 19:53:01,-9.6658,-35.7353,74.64,88.0,100.0,11.5,mist
278,Jutai,BR,2022-07-22 19:53:03,-5.1833,-68.9,79.54,91.0,84.0,1.52,broken clouds
279,Vila velha,BR,2022-07-22 19:53:05,-20.3297,-40.2925,78.75,79.0,20.0,11.5,few clouds
280,Avarua,CK,2022-07-22 19:50:48,-21.2078,-159.775,77.05,83.0,20.0,8.05,few clouds
281,Santa cruz,CR,2022-07-22 19:53:08,-17.8,-63.1667,85.46,51.0,75.0,18.41,broken clouds
282,Ladario,BR,2022-07-22 19:54:10,-19.0047,-57.6017,93.49,31.0,0.0,10.36,clear sky
283,Ancud,CL,2022-07-22 19:54:12,-41.8697,-73.8203,41.23,96.0,100.0,9.1,heavy intensity rain
284,Port augusta,AU,2022-07-22 19:54:14,-32.5,137.7667,56.26,65.0,99.0,9.93,overcast clouds
285,Tuatapere,NZ,2022-07-22 19:54:16,-46.1333,167.6833,35.91,93.0,15.0,3.71,few clouds
286,Butaritari,KI,2022-07-22 19:54:17,3.0707,172.7902,80.51,79.0,18.0,8.37,light rain
287,Rikitea,PF,2022-07-22 19:54:20,-23.1203,-134.9692,72.32,75.0,100.0,10.29,overcast clouds
288,Santa maria,CV,2022-07-22 19:53:22,-29.6842,-53.8069,72.7,78.0,75.0,4.61,moderate rain
289,Vila franca do campo,PT,2022-07-22 19:54:23,37.7167,-25.4333,73.81,73.0,85.0,1.95,overcast clouds
290,Sao filipe,CV,2022-07-22 19:54:25,14.8961,-24.4956,75.96,78.0,84.0,4.16,broken clouds
291,Praia da vitoria,PT,2022-07-22 19:54:29,38.7333,-27.0667,77.25,83.0,75.0,2.37,broken clouds
292,Shieli,KZ,2022-07-22 19:54:31,44.1667,66.75,89.17,19.0,0.0,13.44,clear sky
293,Chenzhou,CN,2022-07-22 19:50:15,25.8,113.0333,77.7,88.0,0.0,4.47,clear sky
294,Santa isabel do rio negro,BR,2022-07-22 19:54:34,-0.4139,-65.0192,81.36,91.0,75.0,0.81,broken clouds
295,Saskylakh,RU,2022-07-22 19:54:36,71.9167,114.0833,48.76,69.0,98.0,6.2,overcast clouds
296,Shubarkuduk,KZ,2022-07-22 19:54:38,49.1447,56.4872,73.62,52.0,27.0,6.58,scattered clouds
297,Margate,ZA,2022-07-22 19:54:08,51.3813,1.3862,65.3,80.0,50.0,3.0,scattered clouds
298,Talnakh,RU,2022-07-22 19:54:41,69.4865,88.3972,63.21,59.0,90.0,5.26,overcast clouds
299,Agua blanca,GT,2022-07-22 19:54:44,14.5,-89.65,84.38,61.0,51.0,7.72,broken clouds
300,Camajuani,CU,2022-07-22 19:54:46,22.4833,-79.75,86.68,67.0,25.0,13.09,scattered clouds
301,Ekibastuz,KZ,2022-07-22 19:54:47,51.6667,75.3667,65.32,64.0,26.0,8.37,scattered clouds
302,Buritizeiro,BR,2022-07-22 19:54:53,-17.3511,-44.9622,81.48,26.0,0.0,2.21,clear sky
303,Aksarayskiy,RU,2022-07-22 19:54:54,46.7924,48.0119,72.82,47.0,3.0,8.34,clear sky
304,Aromashevo,RU,2022-07-22 19:54:56,56.8602,68.6375,54.37,93.0,5.0,7.4,clear sky
305,East london,ZA,2022-07-22 19:54:58,-33.0153,27.9116,68.31,39.0,16.0,6.42,few clouds
306,Kawalu,ID,2022-07-22 19:55:00,-7.3817,108.2082,71.02,96.0,100.0,1.95,overcast clouds
307,Reggio di calabria,IT,2022-07-22 19:55:04,38.1105,15.6613,81.34,56.0,0.0,9.22,clear sky
308,Krasnoselkup,RU,2022-07-22 19:55:06,65.7,82.4667,50.9,92.0,84.0,12.48,broken clouds
309,Manokwari,ID,2022-07-22 19:55:08,-0.8667,134.0833,78.71,78.0,55.0,6.78,broken clouds
310,Rocha,UY,2022-07-22 19:55:10,-34.4833,-54.3333,60.15,85.0,50.0,5.48,scattered clouds
311,Olinda,BR,2022-07-22 19:51:06,-8.0089,-34.8553,78.53,73.0,40.0,12.66,scattered clouds
312,Miranda,BR,2022-07-22 19:55:16,3.2499,-76.2281,84.33,63.0,97.0,1.81,overcast clouds
313,Cabedelo,BR,2022-07-22 19:55:18,-6.9811,-34.8339,75.87,80.0,93.0,16.96,overcast clouds
314,Santa cruz de la palma,ES,2022-07-22 19:50:21,28.6835,-17.7642,78.13,78.0,20.0,16.11,few clouds
315,Cherskiy,RU,2022-07-22 19:55:22,68.75,161.3,42.42,65.0,10.0,4.38,clear sky
316,Esna,EG,2022-07-22 19:55:24,25.2934,32.554,91.42,19.0,27.0,12.73,scattered clouds
317,Saint-nazaire,FR,2022-07-22 19:55:26,47.2833,-2.2,71.58,68.0,20.0,5.75,few clouds
318,Santa lucia,ES,2022-07-22 19:55:28,27.9117,-15.5407,68.76,78.0,20.0,32.21,few clouds
319,Teya,RU,2022-07-22 19:55:29,60.3778,92.6267,55.69,98.0,98.0,3.89,overcast clouds
320,Bintulu,MY,2022-07-22 19:55:31,3.1667,113.0333,75.61,94.0,20.0,5.01,few clouds
321,Iskateley,RU,2022-07-22 19:55:33,67.6803,53.1512,50.23,64.0,100.0,9.22,overcast clouds
322,Turkistan,KZ,2022-07-22 19:55:35,43.0,68.0,90.73,19.0,0.0,11.86,clear sky
323,Oriximina,BR,2022-07-22 19:55:37,-1.7656,-55.8661,87.98,55.0,78.0,5.7,broken clouds
324,Yala,TH,2022-07-22 19:55:39,6.3333,101.25,73.63,98.0,92.0,3.11,overcast clouds
325,Umm kaddadah,SD,2022-07-22 19:55:41,13.6017,26.6876,90.45,33.0,1.0,7.02,clear sky
326,Najran,SA,2022-07-22 19:56:43,17.4924,44.1277,92.05,26.0,100.0,4.76,overcast clouds
327,Ribeira grande,PT,2022-07-22 19:56:45,38.5167,-28.7,77.4,83.0,40.0,10.36,light intensity shower rain
328,Mocajuba,BR,2022-07-22 19:56:46,-2.5842,-49.5072,89.06,46.0,100.0,2.24,overcast clouds
329,Lakeside,US,2022-07-22 19:56:50,30.13,-81.7682,96.96,57.0,67.0,1.99,broken clouds
330,Airai,PW,2022-07-22 19:56:52,-8.9266,125.4092,51.8,79.0,100.0,2.75,overcast clouds
331,Ushtobe,KZ,2022-07-22 19:56:54,45.2514,77.9838,76.93,32.0,2.0,1.23,clear sky
332,Mandeville,JM,2022-07-22 19:56:55,18.0417,-77.5071,84.74,53.0,21.0,12.8,few clouds
333,Eyl,SO,2022-07-22 19:56:57,7.9803,49.8164,78.03,76.0,100.0,24.27,overcast clouds
334,Zaysan,KZ,2022-07-22 19:56:59,47.4667,84.8667,63.16,79.0,95.0,3.11,overcast clouds
335,Tiksi,RU,2022-07-22 19:57:01,71.6872,128.8694,47.17,79.0,79.0,5.64,broken clouds
336,Georgetown,SH,2022-07-22 19:55:57,5.4112,100.3354,78.73,97.0,20.0,3.44,few clouds
337,Hobyo,SO,2022-07-22 19:57:05,5.3505,48.5268,76.23,80.0,16.0,23.85,few clouds
338,Tilichiki,RU,2022-07-22 19:57:07,60.4667,166.1,55.49,67.0,8.0,2.21,clear sky
339,Morant bay,JM,2022-07-22 19:57:09,17.8815,-76.4093,89.22,72.0,10.0,14.0,clear sky
340,Kropotkin,RU,2022-07-22 19:57:11,45.4375,40.5756,64.06,81.0,10.0,12.55,clear sky
341,Meulaboh,ID,2022-07-22 19:57:13,4.1363,96.1285,76.44,87.0,99.0,6.15,overcast clouds
342,Jamestown,SH,2022-07-22 19:55:56,42.097,-79.2353,86.05,52.0,20.0,13.8,few clouds
343,Tabuk,SA,2022-07-22 19:57:16,17.4189,121.4443,74.71,92.0,4.0,3.4,clear sky
344,Busembatia,UG,2022-07-22 19:57:18,0.7697,33.6131,68.81,64.0,88.0,3.78,overcast clouds
345,Botwood,CA,2022-07-22 19:57:20,49.1499,-55.3482,84.9,48.0,52.0,10.74,broken clouds
346,Velyka pysarivka,UA,2022-07-22 19:57:22,50.4259,35.485,58.66,94.0,9.0,10.94,clear sky
347,Plouzane,FR,2022-07-22 19:55:15,48.3833,-4.6167,62.92,72.0,0.0,9.22,clear sky
348,Turayf,SA,2022-07-22 19:57:26,31.6725,38.6637,88.05,30.0,0.0,13.8,clear sky
349,Kieta,PG,2022-07-22 19:57:28,-6.2167,155.6333,76.66,73.0,6.0,4.14,clear sky
350,Svetlyy,RU,2022-07-22 19:57:29,54.675,20.1347,68.97,91.0,37.0,5.93,scattered clouds
351,Biga,TR,2022-07-22 19:57:32,40.2281,27.2422,70.41,44.0,0.0,2.59,clear sky
352,Bambous virieux,MU,2022-07-22 19:56:17,-20.3428,57.7575,70.05,83.0,75.0,12.66,broken clouds
353,Champerico,GT,2022-07-22 19:57:35,14.3,-91.9167,91.94,72.0,54.0,11.68,broken clouds
354,Ena,JP,2022-07-22 19:57:40,35.4498,137.4128,70.66,97.0,82.0,1.45,broken clouds
355,Hami,CN,2022-07-22 19:57:42,42.8,93.45,79.61,18.0,0.0,0.96,clear sky
356,Darnah,LY,2022-07-22 19:57:44,32.767,22.6367,78.31,69.0,0.0,13.06,clear sky
357,Yatou,CN,2022-07-22 19:56:43,37.15,122.3833,71.85,90.0,100.0,1.97,moderate rain
358,Kachug,RU,2022-07-22 19:57:47,53.9606,105.8817,57.58,99.0,100.0,1.16,overcast clouds
359,Piranhas,BR,2022-07-22 19:57:49,-16.4269,-51.8222,89.85,22.0,5.0,5.97,clear sky
360,Sirur,IN,2022-07-22 19:57:50,18.8333,74.3833,73.74,83.0,100.0,12.3,overcast clouds
361,Petropavlovsk-kamchatskiy,RU,2022-07-22 19:57:52,53.0452,158.6483,55.99,88.0,75.0,2.24,broken clouds
362,Sembakung,ID,2022-07-22 19:57:54,3.8167,117.25,73.87,98.0,100.0,1.25,overcast clouds
363,Adrar,DZ,2022-07-22 19:55:03,20.5022,-10.0711,95.31,34.0,51.0,4.05,broken clouds
364,Standerton,ZA,2022-07-22 19:57:58,-26.9337,29.2415,57.27,42.0,100.0,3.91,overcast clouds
365,Lompoc,US,2022-07-22 19:55:02,34.6391,-120.4579,88.79,76.0,0.0,16.11,clear sky
366,Kuala terengganu,MY,2022-07-22 19:58:01,5.3302,103.1408,78.75,94.0,40.0,2.3,scattered clouds
367,Chicama,PE,2022-07-22 19:58:03,-7.8447,-79.1469,63.14,62.0,6.0,8.63,clear sky
368,Sisauli,IN,2022-07-22 19:58:05,29.4167,77.4667,81.18,80.0,99.0,2.98,overcast clouds
369,Saint anthony,CA,2022-07-22 19:53:44,45.0205,-93.218,93.92,39.0,2.0,4.0,clear sky
370,Cayenne,GF,2022-07-22 19:58:10,4.9333,-52.3333,85.08,4.0,0.0,3.44,clear sky
371,Rudbar,AF,2022-07-22 19:58:12,30.15,62.6,93.9,30.0,25.0,13.6,scattered clouds
372,Hasaki,JP,2022-07-22 19:55:59,35.7333,140.8333,75.6,88.0,0.0,17.94,clear sky
373,Saint-augustin,CA,2022-07-22 19:59:15,51.226,-58.6502,63.07,73.0,99.0,15.55,overcast clouds
374,Erenhot,CN,2022-07-22 19:59:17,43.6475,111.9767,67.17,40.0,61.0,12.59,broken clouds
375,Mirnyy,RU,2022-07-22 19:59:19,62.5353,113.9611,60.24,77.0,100.0,1.99,overcast clouds
376,Constantine,DZ,2022-07-22 19:59:21,36.365,6.6147,85.41,28.0,20.0,6.91,few clouds
377,Bagdarin,RU,2022-07-22 19:56:31,54.4333,113.6,61.07,96.0,96.0,4.23,overcast clouds
378,Alta floresta,BR,2022-07-22 19:59:26,-9.8756,-56.0861,96.62,23.0,20.0,2.3,few clouds
379,Pacific grove,US,2022-07-22 19:59:28,36.6177,-121.9166,82.38,87.0,32.0,11.01,scattered clouds
380,Grand gaube,MU,2022-07-22 19:59:29,-20.0064,57.6608,70.38,74.0,1.0,7.0,clear sky
381,Acapulco,MX,2022-07-22 19:54:47,16.8634,-99.8901,85.57,71.0,89.0,6.29,overcast clouds
382,Hithadhoo,MV,2022-07-22 19:59:33,-0.6,73.0833,81.54,73.0,100.0,7.81,overcast clouds
383,Tieling,CN,2022-07-22 19:59:34,42.2931,123.8414,69.12,90.0,100.0,4.36,overcast clouds
384,Kudahuvadhoo,MV,2022-07-22 19:59:40,2.6708,72.8944,82.76,74.0,99.0,15.01,overcast clouds
385,Port hardy,CA,2022-07-22 19:59:42,50.6996,-127.4199,60.98,77.0,75.0,4.61,broken clouds
386,Carstairs,CA,2022-07-22 19:59:43,51.5668,-114.102,72.84,61.0,49.0,5.01,scattered clouds
387,Khandyga,RU,2022-07-22 19:59:45,62.6667,135.6,64.44,96.0,100.0,2.89,light rain
